t_s,attack_time_s,sim_lat,sim_lon,pos_lat,pos_lon,pos_alt,e_vehicle_h_m,gps_present,gps_age_s,gps_status,gps_nsats,gps_hdop,gps_lat,gps_lon,gps_hacc,gps_vacc,gps_sacc,xkf_fs
2.799713,nan,35.9305139,-84.3106744,35.9305138,-84.3106743,0.07999999821186066,0.014323823417739025,1,0.059976,6,10,1.21,35.9305139,-84.3106744,0.3,0.3,0.0,0
2.899673,nan,35.9305139,-84.3106744,35.9305138,-84.3106743,0.07999999821186066,0.014323823417739025,1,0.039984,6,10,1.21,35.9305139,-84.3106744,0.3,0.3,0.0,0
2.999633,nan,35.9305139,-84.3106744,35.9305138,-84.3106743,0.07999999821186066,0.014323823417739025,1,0.059976,6,10,1.21,35.9305139,-84.3106744,0.3,0.3,0.0,0
3.099593,nan,35.9305139,-84.3106744,35.9305138,-84.3106743,0.07999999821186066,0.014323823417739025,1,0.039984,6,10,1.21,35.9305139,-84.3106744,0.3,0.3,0.0,0
3.199553,nan,35.9305139,-84.3106744,35.9305138,-84.3106743,0.07999999821186066,0.014323823417739025,1,0.059976,6,10,1.21,35.9305139,-84.3106744,0.3,0.3,0.0,0
3.299513,nan,35.9305139,-84.3106744,35.9305138,-84.3106743,0.07999999821186066,0.014323823417739025,1,0.039984,6,10,1.21,35.9305139,-84.3106744,0.3,0.3,0.0,0
3.399473,nan,35.9305139,-84.3106744,35.9305138,-84.3106743,0.08999999612569809,0.014323823417739025,1,0.059976,6,10,1.21,35.9305139,-84.3106744,0.3,0.3,0.0,0
3.499433,nan,35.9305139,-84.3106744,35.9305138,-84.3106743,0.09999999403953552,0.014323823417739025,1,0.039984,6,10,1.21,35.9305139,-84.3106744,0.3,0.3,0.0,0
3.599393,nan,35.9305139,-84.3106744,35.9305138,-84.3106743,0.11999999731779099,0.014323823417739025,1,0.059976,6,10,1.21,35.9305139,-84.3106744,0.3,0.3,0.0,0
3.699353,nan,35.9305139,-84.3106744,35.9305138,-84.3106743,0.14999999105930328,0.014323823417739025,1,0.039984,6,10,1.21,35.9305139,-84.3106744,0.3,0.3,0.0,0
3.799313,nan,35.9305139,-84.3106744,35.9305138,-84.3106743,0.17999999225139618,0.014323823417739025,1,0.059976,6,10,1.21,35.9305139,-84.3106744,0.3,0.3,0.0,0
3.899273,nan,35.9305139,-84.3106744,35.9305138,-84.3106743,0.20999999344348907,0.014323823417739025,1,0.039984,6,10,1.21,35.9305139,-84.3106744,0.3,0.3,0.0,0
3.999233,nan,35.9305139,-84.3106744,35.9305138,-84.3106743,0.28999999165534973,0.014323823417739025,1,0.059976,6,10,1.21,35.9305139,-84.3106744,0.3,0.3,0.0,0
4.099193,nan,35.9305139,-84.3106744,35.9305138,-84.3106743,0.4099999964237213,0.014323823417739025,1,0.040817,6,10,1.21,35.9305139,-84.3106744,0.3,0.3,0.0,0
4.199986,nan,35.9305139,-84.3106744,35.9305138,-84.3106743,0.5299999713897705,0.014323823417739025,1,0.059976,6,10,1.21,35.9305139,-84.3106744,0.3,0.3,0.0,0
4.299946,nan,35.9305139,-84.3106744,35.9305138,-84.3106743,0.6499999761581421,0.014323823417739025,1,0.039984,6,10,1.21,35.9305139,-84.3106744,0.3,0.3,0.0,0
4.399906,nan,35.9305139,-84.3106744,35.9305139,-84.3106744,0.7599999904632568,0.0,1,0.059976,6,10,1.21,35.9305139,-84.3106744,0.3,0.3,0.0,0
4.499866,nan,35.9305139,-84.3106744,35.9305139,-84.3106744,0.8799999952316284,0.0,1,0.039984,6,10,1.21,35.9305139,-84.3106744,0.3,0.3,0.0,0
4.599826,nan,35.9305139,-84.3106744,35.9305139,-84.3106744,1.0,0.0,1,0.059976,6,10,1.21,35.9305139,-84.3106744,0.3,0.3,0.0,0
4.699786,nan,35.9305139,-84.3106744,35.9305139,-84.3106744,1.1399999856948853,0.0,1,0.039984,6,10,1.21,35.9305139,-84.3106744,0.3,0.3,0.0,0
4.799746,nan,35.9305139,-84.3106744,35.9305139,-84.3106744,1.2799999713897705,0.0,1,0.059976,6,10,1.21,35.9305139,-84.3106744,0.3,0.3,0.0,0
4.899706,nan,35.9305139,-84.3106744,35.9305139,-84.3106744,1.4399999380111694,0.0,1,0.039984,6,10,1.21,35.9305139,-84.3106745,0.3,0.3,0.0,0
4.999666,nan,35.9305139,-84.3106746,35.9305139,-84.3106744,1.5999999046325684,0.018027812063879902,1,0.059976,6,10,1.21,35.9305139,-84.3106745,0.3,0.3,0.0,0
5.099626,nan,35.9305139,-84.3106746,35.9305139,-84.3106744,1.7799999713897705,0.018027812063879902,1,0.039984,6,10,1.21,35.9305139,-84.3106746,0.3,0.3,0.0,0
5.199586,nan,35.9305139,-84.3106746,35.9305139,-84.3106744,1.959999918937683,0.018027812063879902,1,0.059976,6,10,1.21,35.9305139,-84.3106746,0.3,0.3,0.0,0
5.299546,nan,35.9305139,-84.3106746,35.9305139,-84.3106745,2.1599998474121094,0.009013905391463413,1,0.039984,6,10,1.21,35.9305139,-84.3106746,0.3,0.3,0.0,0
5.399506,nan,35.9305139,-84.3106746,35.9305139,-84.3106745,2.369999885559082,0.009013905391463413,1,0.059976,6,10,1.21,35.9305139,-84.3106746,0.3,0.3,0.0,0
5.499466,nan,35.9305139,-84.3106746,35.9305139,-84.3106745,2.5899999141693115,0.009013905391463413,1,0.039984,6,10,1.21,35.9305139,-84.3106746,0.3,0.3,0.0,0
5.599426,nan,35.9305139,-84.3106746,35.9305139,-84.3106745,2.819999933242798,0.009013905391463413,1,0.059976,6,10,1.21,35.9305139,-84.3106746,0.3,0.3,0.0,0
5.699386,nan,35.9305139,-84.3106746,35.9305139,-84.3106745,3.059999942779541,0.009013905391463413,1,0.039984,6,10,1.21,35.9305139,-84.3106746,0.3,0.3,0.0,0
5.799346,nan,35.9305139,-84.3106746,35.9305139,-84.3106745,3.309999942779541,0.009013905391463413,1,0.059976,6,10,1.21,35.9305139,-84.3106746,0.3,0.3,0.0,0
5.899306,nan,35.9305139,-84.3106746,35.9305139,-84.3106745,3.559999942779541,0.009013905391463413,1,0.039984,6,10,1.21,35.9305139,-84.3106746,0.3,0.3,0.0,0
5.999266,nan,35.9305139,-84.3106746,35.9305139,-84.3106745,3.8299999237060547,0.009013905391463413,1,0.059976,6,10,1.21,35.9305139,-84.3106746,0.3,0.3,0.0,0
6.099226,nan,35.9305139,-84.3106746,35.9305139,-84.3106745,4.110000133514404,0.009013905391463413,1,0.039984,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
6.199186,nan,35.930514,-84.3106746,35.9305139,-84.3106745,4.400000095367432,0.014323823410564429,1,0.059976,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
6.299979,nan,35.930514,-84.3106746,35.9305139,-84.3106745,4.710000038146973,0.014323823410564429,1,0.039984,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
6.399939,nan,35.930514,-84.3106746,35.9305139,-84.3106745,5.019999980926514,0.014323823410564429,1,0.059976,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
6.499899,nan,35.930514,-84.3106746,35.9305139,-84.3106745,5.339999675750732,0.014323823410564429,1,0.039984,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
6.599859,nan,35.930514,-84.3106746,35.9305139,-84.3106745,5.659999847412109,0.014323823410564429,1,0.059976,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
6.699819,nan,35.930514,-84.3106746,35.9305139,-84.3106745,6.0,0.014323823410564429,1,0.039984,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
6.799779,nan,35.930514,-84.3106746,35.9305139,-84.3106745,6.349999904632568,0.014323823410564429,1,0.059976,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
6.899739,nan,35.930514,-84.3106746,35.930514,-84.3106745,6.710000038146973,0.0090139053800624,1,0.039984,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
6.999699,nan,35.930514,-84.3106746,35.930514,-84.3106745,7.079999923706055,0.0090139053800624,1,0.059976,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
7.099659,nan,35.9305142,-84.3106746,35.930514,-84.3106745,7.460000038146973,0.024019495460028364,1,0.039984,6,10,1.21,35.9305141,-84.3106746,0.3,0.3,0.0,0
7.199619,nan,35.9305142,-84.3106746,35.930514,-84.3106745,7.849999904632568,0.024019495460028364,1,0.059976,6,10,1.21,35.9305141,-84.3106746,0.3,0.3,0.0,0
7.299579,nan,35.9305142,-84.3106746,35.930514,-84.3106745,8.239999771118164,0.024019495460028364,1,0.039984,6,10,1.21,35.9305142,-84.3106746,0.3,0.3,0.0,0
7.399539,nan,35.9305142,-84.3106746,35.930514,-84.3106745,8.649999618530273,0.024019495460028364,1,0.059976,6,10,1.21,35.9305142,-84.3106746,0.3,0.3,0.0,0
7.499499,nan,35.9305142,-84.3106748,35.930514,-84.3106745,9.050000190734863,0.03502770545939089,1,0.039984,6,10,1.21,35.9305142,-84.3106747,0.3,0.3,0.0,0
7.599459,nan,35.9305142,-84.3106748,35.930514,-84.3106745,9.460000038146973,0.03502770545939089,1,0.059976,6,10,1.21,35.9305142,-84.3106747,0.3,0.3,0.0,0
