elapsed_s,attack_time_s,activated,gps_sent,inj_lat,inj_lon,inj_alt,inj_vn,inj_ve,inj_vd,fix_type,h_acc,v_acc,s_acc,truth_lat,truth_lon,truth_alt,e_inject_h_m
6.102000043028966e-06,-66.90510561600058,0,1,35.93051398,-84.31067453,0.0,0.0,0.0,0.0,3,0.5,2.0,0.5,nan,nan,nan,nan
0.20073758800026553,-66.70437413000036,0,1,35.93051398,-84.31067453,0.0,0.0,0.0,0.0,3,0.5,2.0,0.5,nan,nan,nan,nan
0.4015451969999049,-66.50356652100072,0,1,35.93051398,-84.31067453,0.0,0.0,0.0,0.0,3,0.5,2.0,0.5,nan,nan,nan,nan
0.6020891289999781,-66.30302258900065,0,1,35.93051398,-84.31067453,0.0,0.0,0.0,0.0,3,0.5,2.0,0.5,nan,nan,nan,nan
0.8030824610004856,-66.10202925700014,0,1,35.93051398,-84.31067453,0.0,0.0,0.0,0.0,3,0.5,2.0,0.5,nan,nan,nan,nan
1.004073647000041,-65.90103807100058,0,1,35.93051398,-84.31067453,0.0,0.0,0.0,0.0,3,0.5,2.0,0.5,nan,nan,nan,nan
1.2056316490006793,-65.69948006899995,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,0.17,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
1.40732276000017,-65.49778895800046,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,0.17,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
1.607859233000454,-65.29725248500017,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,0.18,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
1.80915307900068,-65.09595863899995,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,0.18,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
2.0112823389999903,-64.89382937900064,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,0.16,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
2.2119901189998927,-64.69312159900073,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,0.16,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
2.413187746999938,-64.49192397100069,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,0.14,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
2.614188163000108,-64.29092355500052,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,0.14,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
2.814734685000076,-64.09037703300055,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,0.14,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
3.0156398780000018,-63.889471840000624,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,0.09,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
3.2167114560006667,-63.68840026199996,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,0.09,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
3.4177092250001806,-63.487402493000445,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,0.09,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
3.6182954900004916,-63.286816228000134,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,0.09,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
3.8199978790007663,-63.08511383899986,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,0.09,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
4.020899287000248,-62.88421243100038,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,0.09,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
4.2225828790005835,-62.68252883900004,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,0.09,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
4.423065654000311,-62.482046064000315,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,0.0,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
4.623991914000726,-62.2811198039999,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,0.0,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
4.824533853000503,-62.08057786500012,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,0.0,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
5.025276588999986,-61.87983512900064,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,0.0,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
5.2260822540001755,-61.67902946400045,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,0.0,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
5.4270319450006355,-61.47807977299999,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,0.0,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
5.627609309000036,-61.27750240900059,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,0.0,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
5.829015852000339,-61.07609586600029,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,-0.05,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
6.031849211000008,-60.87326250700062,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,-0.05,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
6.233677865000573,-60.67143385300005,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,-0.05,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
6.4350458799999615,-60.470065838000664,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,-0.05,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
6.637011521000204,-60.26810019700042,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,-0.05,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
6.8381082000005335,-60.06700351800009,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,-0.05,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
7.040021288000389,-59.86509043000024,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,-0.06,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
7.242321737000566,-59.66278998100006,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,-0.06,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
7.4440331519999745,-59.46107856600065,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,-0.06,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
7.645508547000645,-59.25960317099998,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,-0.06,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
7.846798940000554,-59.05831277800007,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,-0.06,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
8.047282364000239,-58.85782935400039,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,-0.06,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
8.247923919000641,-58.657187798999985,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,-0.06,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
8.448472218000461,-58.456639500000165,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,-0.04,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
8.65126434100057,-58.253847377000056,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,-0.04,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
8.851945918000638,-58.05316579999999,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,-0.04,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
9.053864422000515,-57.85124729600011,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,-0.04,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
9.255043842000305,-57.65006787600032,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,-0.04,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
9.456385967000642,-57.448725750999984,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,-0.04,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
9.657758353000645,-57.24735336499998,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,-0.04,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
9.8591363430005,-57.045975375000125,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,-0.04,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
10.06352582999989,-56.841585888000736,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,-0.04,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
10.26494963300047,-56.640162085000156,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,-0.04,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
10.466260326000338,-56.43885139200029,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,-0.04,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
10.667775032999998,-56.23733668500063,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,-0.04,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
10.87024847900011,-56.034863239000515,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,-0.02,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
11.075289209000402,-55.82982250900022,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,-0.02,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
11.277042663999964,-55.62806905400066,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,-0.02,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
11.478759160000664,-55.42635255799996,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,-0.02,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
11.68014421800035,-55.224967500000275,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,-0.02,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
11.88196263000009,-55.02314908800054,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,-0.02,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
12.084453606999887,-54.82065811100074,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,-0.02,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
12.28668357800052,-54.618428140000105,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,-0.03,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
12.488738187000308,-54.41637353100032,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,-0.03,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
12.690739815000597,-54.21437190300003,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,-0.03,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
12.892304447000242,-54.01280727100038,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,-0.03,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
13.093493733000287,-53.81161798500034,0,1,35.9305139,-84.3106744,0.0,0.0,0.0,-0.03,3,0.5,2.0,0.5,35.9305139,-84.3106744,nan,0.0
