t_s,attack_time_s,sim_lat,sim_lon,pos_lat,pos_lon,pos_alt,e_vehicle_h_m,gps_present,gps_age_s,gps_status,gps_nsats,gps_hdop,gps_lat,gps_lon,gps_hacc,gps_vacc,gps_sacc,xkf_fs
0.0,-19.440554,35.9305139,-84.3106744,35.9305138,-84.3106742,0.009999999776482582,0.021187813353597616,1,0.09996,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
0.09996,-19.340594,35.9305139,-84.3106744,35.9305138,-84.3106742,0.009999999776482582,0.021187813353597616,1,0.0,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
0.19992,-19.240634,35.9305139,-84.3106744,35.9305138,-84.3106742,0.009999999776482582,0.021187813353597616,1,0.09996,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
0.29988,-19.140674,35.9305139,-84.3106744,35.9305138,-84.3106742,0.009999999776482582,0.021187813353597616,1,0.0,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
0.400673,-19.039881,35.9305139,-84.3106744,35.9305138,-84.3106742,0.009999999776482582,0.021187813353597616,1,0.100793,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
0.500633,-18.939921,35.9305139,-84.3106744,35.9305138,-84.3106742,0.009999999776482582,0.021187813353597616,1,0.019992,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
0.600593,-18.839961,35.9305139,-84.3106744,35.9305138,-84.3106742,0.009999999776482582,0.021187813353597616,1,0.079968,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
0.700553,-18.740001,35.9305139,-84.3106744,35.9305138,-84.3106742,0.009999999776482582,0.021187813353597616,1,0.0,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
0.800513,-18.640041,35.9305139,-84.3106744,35.9305138,-84.3106742,0.009999999776482582,0.021187813353597616,1,0.09996,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
0.900473,-18.540081,35.9305139,-84.3106744,35.9305138,-84.3106742,0.009999999776482582,0.021187813353597616,1,0.019992,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
1.000433,-18.440121,35.9305139,-84.3106744,35.9305138,-84.3106742,0.009999999776482582,0.021187813353597616,1,0.079968,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
1.100393,-18.340161,35.9305139,-84.3106744,35.9305138,-84.3106742,0.009999999776482582,0.021187813353597616,1,0.019992,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
1.200353,-18.240201,35.9305139,-84.3106744,35.9305138,-84.3106742,0.009999999776482582,0.021187813353597616,1,0.079968,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
1.300313,-18.140241,35.9305139,-84.3106744,35.9305138,-84.3106743,0.009999999776482582,0.014323823417739025,1,0.019992,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
1.400273,-18.040281,35.9305139,-84.3106744,35.9305138,-84.3106743,0.009999999776482582,0.014323823417739025,1,0.079968,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
1.500233,-17.940321,35.9305139,-84.3106744,35.9305138,-84.3106743,0.009999999776482582,0.014323823417739025,1,0.019992,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
1.600193,-17.840361,35.9305139,-84.3106744,35.9305138,-84.3106743,0.009999999776482582,0.014323823417739025,1,0.079968,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
1.700153,-17.740401,35.9305139,-84.3106744,35.9305138,-84.3106743,0.009999999776482582,0.014323823417739025,1,0.019992,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
1.800113,-17.640441,35.9305139,-84.3106744,35.9305138,-84.3106743,0.009999999776482582,0.014323823417739025,1,0.079968,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
1.900073,-17.540481,35.9305139,-84.3106744,35.9305138,-84.3106743,0.009999999776482582,0.014323823417739025,1,0.019992,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
2.000033,-17.440521,35.9305139,-84.3106744,35.9305138,-84.3106743,0.009999999776482582,0.014323823417739025,1,0.079968,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
2.099993,-17.340561,35.9305139,-84.3106744,35.9305138,-84.3106743,0.009999999776482582,0.014323823417739025,1,0.019992,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
2.199953,-17.240601,35.9305139,-84.3106744,35.9305138,-84.3106743,0.009999999776482582,0.014323823417739025,1,0.079968,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
2.299913,-17.140641,35.9305139,-84.3106744,35.9305138,-84.3106743,0.009999999776482582,0.014323823417739025,1,0.019992,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
2.399873,-17.040681,35.9305139,-84.3106744,35.9305138,-84.3106743,0.009999999776482582,0.014323823417739025,1,0.079968,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
2.500666,-16.939888,35.9305139,-84.3106744,35.9305138,-84.3106743,0.009999999776482582,0.014323823417739025,1,0.019992,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
2.600626,-16.839928,35.9305139,-84.3106744,35.9305138,-84.3106743,0.009999999776482582,0.014323823417739025,1,0.079968,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
2.700586,-16.739968,35.9305139,-84.3106744,35.9305138,-84.3106743,0.009999999776482582,0.014323823417739025,1,0.019992,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
2.800546,-16.640008,35.9305139,-84.3106744,35.9305138,-84.3106743,0.009999999776482582,0.014323823417739025,1,0.079968,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
2.900506,-16.540048,35.9305139,-84.3106744,35.9305139,-84.3106744,0.009999999776482582,0.0,1,0.019992,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
3.000466,-16.440088,35.9305139,-84.3106744,35.9305139,-84.3106744,0.009999999776482582,0.0,1,0.079968,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
3.100426,-16.340128,35.9305139,-84.3106744,35.9305139,-84.3106744,0.009999999776482582,0.0,1,0.019992,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
3.200386,-16.240168,35.9305139,-84.3106744,35.9305139,-84.3106744,0.009999999776482582,0.0,1,0.079968,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
3.300346,-16.140208,35.9305139,-84.3106744,35.9305139,-84.3106744,0.009999999776482582,0.0,1,0.019992,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
3.400306,-16.040248,35.9305139,-84.3106744,35.9305139,-84.3106744,0.019999999552965164,0.0,1,0.079968,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
3.500266,-15.940288,35.9305139,-84.3106744,35.9305139,-84.3106744,0.029999999329447746,0.0,1,0.019992,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
