t_s,attack_time_s,sim_lat,sim_lon,pos_lat,pos_lon,pos_alt,e_vehicle_h_m,gps_present,gps_age_s,gps_status,gps_nsats,gps_hdop,gps_lat,gps_lon,gps_hacc,gps_vacc,gps_sacc,xkf_fs
0.0,-17.85952,35.9305139,-84.3106744,35.9305138,-84.3106742,0.03999999910593033,0.021187813353597616,1,0.159936,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
0.09996,-17.75956,35.9305139,-84.3106744,35.9305138,-84.3106742,0.03999999910593033,0.021187813353597616,1,0.059976,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
0.19992,-17.6596,35.9305139,-84.3106744,35.9305138,-84.3106742,0.03999999910593033,0.021187813353597616,1,0.039984,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
0.29988,-17.55964,35.9305139,-84.3106744,35.9305138,-84.3106742,0.03999999910593033,0.021187813353597616,1,0.059976,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
0.39984,-17.45968,35.9305139,-84.3106744,35.9305138,-84.3106742,0.03999999910593033,0.021187813353597616,1,0.039984,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
0.4998,-17.35972,35.9305139,-84.3106744,35.9305138,-84.3106742,0.03999999910593033,0.021187813353597616,1,0.059976,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
0.59976,-17.25976,35.9305139,-84.3106744,35.9305138,-84.3106742,0.03999999910593033,0.021187813353597616,1,0.039984,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
0.69972,-17.1598,35.9305139,-84.3106744,35.9305138,-84.3106742,0.03999999910593033,0.021187813353597616,1,0.059976,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
0.79968,-17.05984,35.9305139,-84.3106744,35.9305138,-84.3106742,0.03999999910593033,0.021187813353597616,1,0.039984,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
0.89964,-16.95988,35.9305139,-84.3106744,35.9305138,-84.3106742,0.03999999910593033,0.021187813353597616,1,0.059976,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
0.9996,-16.85992,35.9305139,-84.3106744,35.9305138,-84.3106742,0.03999999910593033,0.021187813353597616,1,0.039984,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
1.09956,-16.75996,35.9305139,-84.3106744,35.9305138,-84.3106743,0.03999999910593033,0.014323823417739025,1,0.059976,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
1.19952,-16.66,35.9305139,-84.3106744,35.9305138,-84.3106743,0.03999999910593033,0.014323823417739025,1,0.039984,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
1.29948,-16.56004,35.9305139,-84.3106744,35.9305138,-84.3106743,0.03999999910593033,0.014323823417739025,1,0.059976,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
1.39944,-16.46008,35.9305139,-84.3106744,35.9305138,-84.3106743,0.03999999910593033,0.014323823417739025,1,0.039984,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
1.4994,-16.36012,35.9305139,-84.3106744,35.9305138,-84.3106743,0.03999999910593033,0.014323823417739025,1,0.059976,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
1.59936,-16.26016,35.9305139,-84.3106744,35.9305138,-84.3106743,0.03999999910593033,0.014323823417739025,1,0.039984,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
1.69932,-16.1602,35.9305139,-84.3106744,35.9305138,-84.3106743,0.03999999910593033,0.014323823417739025,1,0.079968,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
1.79928,-16.06024,35.9305139,-84.3106744,35.9305138,-84.3106743,0.03999999910593033,0.014323823417739025,1,0.019992,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
1.89924,-15.96028,35.9305139,-84.3106744,35.9305138,-84.3106743,0.03999999910593033,0.014323823417739025,1,0.079968,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
1.9992,-15.86032,35.9305139,-84.3106744,35.9305138,-84.3106743,0.03999999910593033,0.014323823417739025,1,0.019992,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
2.099993,-15.759527,35.9305139,-84.3106744,35.9305138,-84.3106743,0.03999999910593033,0.014323823417739025,1,0.079968,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
2.199953,-15.659567,35.9305139,-84.3106744,35.9305138,-84.3106743,0.03999999910593033,0.014323823417739025,1,0.019992,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
2.299913,-15.559607,35.9305139,-84.3106744,35.9305138,-84.3106743,0.03999999910593033,0.014323823417739025,1,0.079968,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
2.399873,-15.459647,35.9305139,-84.3106744,35.9305138,-84.3106743,0.03999999910593033,0.014323823417739025,1,0.019992,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
2.499833,-15.359687,35.9305139,-84.3106744,35.9305138,-84.3106743,0.03999999910593033,0.014323823417739025,1,0.079968,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
2.599793,-15.259727,35.9305139,-84.3106744,35.9305138,-84.3106743,0.03999999910593033,0.014323823417739025,1,0.019992,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
2.699753,-15.159767,35.9305139,-84.3106744,35.9305138,-84.3106743,0.03999999910593033,0.014323823417739025,1,0.079968,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
2.799713,-15.059807,35.9305139,-84.3106744,35.9305138,-84.3106743,0.03999999910593033,0.014323823417739025,1,0.019992,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
2.899673,-14.959847,35.9305139,-84.3106744,35.9305139,-84.3106744,0.03999999910593033,0.0,1,0.079968,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
2.999633,-14.859887,35.9305139,-84.3106744,35.9305139,-84.3106744,0.03999999910593033,0.0,1,0.019992,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
3.099593,-14.759927,35.9305139,-84.3106744,35.9305139,-84.3106744,0.03999999910593033,0.0,1,0.079968,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
3.199553,-14.659967,35.9305139,-84.3106744,35.9305139,-84.3106744,0.03999999910593033,0.0,1,0.019992,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
3.299513,-14.560007,35.9305139,-84.3106744,35.9305139,-84.3106744,0.03999999910593033,0.0,1,0.079968,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
3.399473,-14.460047,35.9305139,-84.3106744,35.9305139,-84.3106744,0.03999999910593033,0.0,1,0.019992,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
3.499433,-14.360087,35.9305139,-84.3106744,35.9305139,-84.3106744,0.03999999910593033,0.0,1,0.079968,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
3.599393,-14.260127,35.9305139,-84.3106744,35.9305139,-84.3106744,0.04999999701976776,0.0,1,0.019992,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
3.699353,-14.160167,35.9305139,-84.3106744,35.9305139,-84.3106744,0.05999999865889549,0.0,1,0.079968,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
3.799313,-14.060207,35.9305139,-84.3106744,35.9305139,-84.3106744,0.07999999821186066,0.0,1,0.019992,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
3.899273,-13.960247,35.9305139,-84.3106744,35.9305139,-84.3106744,0.10999999940395355,0.0,1,0.079968,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
3.999233,-13.860287,35.9305139,-84.3106744,35.9305139,-84.3106744,0.14000000059604645,0.0,1,0.019992,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
4.099193,-13.760327,35.9305139,-84.3106744,35.9305139,-84.3106744,0.17999999225139618,0.0,1,0.080801,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
4.199986,-13.659534,35.9305139,-84.3106744,35.9305139,-84.3106744,0.25,0.0,1,0.019992,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
4.299946,-13.559574,35.9305139,-84.3106744,35.9305139,-84.3106744,0.35999998450279236,0.0,1,0.079968,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
4.399906,-13.459614,35.9305139,-84.3106744,35.9305139,-84.3106744,0.4599999785423279,0.0,1,0.019992,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
4.499866,-13.359654,35.9305139,-84.3106744,35.9305139,-84.3106744,0.5399999618530273,0.0,1,0.079968,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
4.599826,-13.259694,35.9305139,-84.3106744,35.9305139,-84.3106744,0.6100000143051147,0.0,1,0.019992,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
4.699786,-13.159734,35.9305139,-84.3106744,35.9305139,-84.3106744,0.6699999570846558,0.0,1,0.079968,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
4.799746,-13.059774,35.9305139,-84.3106744,35.9305139,-84.3106744,0.7599999904632568,0.0,1,0.019992,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
4.899706,-12.959814,35.9305139,-84.3106744,35.9305139,-84.3106744,0.8799999952316284,0.0,1,0.09996,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
4.999666,-12.859854,35.9305139,-84.3106744,35.9305139,-84.3106744,1.0299999713897705,0.0,1,0.0,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
5.099626,-12.759894,35.9305139,-84.3106746,35.9305139,-84.3106744,1.1999999284744263,0.018027812063879902,1,0.09996,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
5.199586,-12.659934,35.9305139,-84.3106746,35.9305139,-84.3106744,1.3799999952316284,0.018027812063879902,1,0.0,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
5.299546,-12.559974,35.9305139,-84.3106746,35.9305139,-84.3106744,1.559999942779541,0.018027812063879902,1,0.09996,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
5.399506,-12.460014,35.9305139,-84.3106746,35.9305139,-84.3106744,1.7599999904632568,0.018027812063879902,1,0.0,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
5.499466,-12.360054,35.9305139,-84.3106746,35.9305139,-84.3106744,1.9499999284744263,0.018027812063879902,1,0.09996,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
5.599426,-12.260094,35.9305139,-84.3106746,35.9305139,-84.3106744,2.169999837875366,0.018027812063879902,1,0.0,3,12,1.0,35.9305139,-84.3106744,0.5,2.0,0.5,0
5.699386,-12.160134,35.9305139,-84.3106746,35.9305139,-84.3106744,2.369999885559082,0.018027812063879902,1,0.09996,3,12,1.0,35.9305139,-84.3106746,0.5,2.0,0.5,0
5.799346,-12.060174,35.930514,-84.3106746,35.9305139,-84.3106744,2.5899999141693115,0.02118781333419634,1,0.0,3,12,1.0,35.9305139,-84.3106746,0.5,2.0,0.5,0
5.899306,-11.960214,35.930514,-84.3106748,35.9305139,-84.3106745,2.8499999046325684,0.02924339084273774,1,0.09996,3,12,1.0,35.9305139,-84.3106746,0.5,2.0,0.5,0
5.999266,-11.860254,35.930514,-84.3106748,35.9305139,-84.3106745,3.119999885559082,0.02924339084273774,1,0.0,3,12,1.0,35.9305139,-84.3106746,0.5,2.0,0.5,0
6.099226,-11.760294,35.930514,-84.3106748,35.9305139,-84.3106745,3.3999998569488525,0.02924339084273774,1,0.09996,3,12,1.0,35.9305139,-84.3106746,0.5,2.0,0.5,0
6.199186,-11.660334,35.930514,-84.3106748,35.9305139,-84.3106745,3.68999981880188,0.02924339084273774,1,0.0,3,12,1.0,35.9305139,-84.3106746,0.5,2.0,0.5,0
6.299979,-11.559541,35.9305142,-84.3106749,35.9305139,-84.3106745,3.990000009536743,0.0491457090521791,1,0.09996,3,12,1.0,35.9305139,-84.3106746,0.5,2.0,0.5,0
6.399939,-11.459581,35.9305142,-84.3106749,35.9305139,-84.3106745,4.299999713897705,0.0491457090521791,1,0.0,3,12,1.0,35.9305139,-84.3106746,0.5,2.0,0.5,0
6.499899,-11.359621,35.9305142,-84.3106749,35.9305139,-84.3106745,4.610000133514404,0.0491457090521791,1,0.09996,3,12,1.0,35.9305139,-84.3106746,0.5,2.0,0.5,0
6.599859,-11.259661,35.9305143,-84.3106749,35.9305139,-84.3106745,4.929999828338623,0.05729529374753907,1,0.0,3,12,1.0,35.9305139,-84.3106746,0.5,2.0,0.5,0
6.699819,-11.159701,35.9305143,-84.3106749,35.9305139,-84.3106745,5.239999771118164,0.05729529374753907,1,0.09996,3,12,1.0,35.9305143,-84.3106749,0.5,2.0,0.5,0
6.799779,-11.059741,35.9305143,-84.3106749,35.9305139,-84.3106745,5.569999694824219,0.05729529374753907,1,0.0,3,12,1.0,35.9305143,-84.3106749,0.5,2.0,0.5,0
6.899739,-10.959781,35.9305144,-84.3106749,35.930514,-84.3106746,5.920000076293945,0.05209603855942799,1,0.09996,3,12,1.0,35.9305143,-84.3106749,0.5,2.0,0.5,0
6.999699,-10.859821,35.9305144,-84.3106749,35.930514,-84.3106747,6.289999961853027,0.04803899163610935,1,0.0,3,12,1.0,35.9305143,-84.3106749,0.5,2.0,0.5,0
7.099659,-10.759861,35.9305144,-84.3106749,35.930514,-84.3106747,6.659999847412109,0.04803899163610935,1,0.09996,3,12,1.0,35.9305143,-84.3106749,0.5,2.0,0.5,0
7.199619,-10.659901,35.9305144,-84.3106751,35.9305141,-84.3106747,7.049999713897705,0.04914570898526451,1,0.0,3,12,1.0,35.9305143,-84.3106749,0.5,2.0,0.5,0
